station_id,affected_line,tube_station_id,dist_m
127,district_line,940GZZLUMSH,543.9220716464459
127,hammersmith-city_line,9400ZZLUMGT2,345.07872406220486
127,metropolitan_line,9400ZZLUMGT2,345.07872406220486
127,northern_line,HUBZMG,392.72926756955803
127,waterloo-city_line,9400ZZLUBNK3,506.24757024307723
128,circle_line,9400ZZLUGTR1,185.06919310845313
128,district_line,9400ZZLUGTR2,191.88696383168687
128,piccadilly_line,9400ZZLUGTR4,189.40746820282334
129,bakerloo_line,9400ZZLUPCC1,235.70023276233977
129,central_line,9400ZZLUOXC5,484.7803581800895
129,jubilee_line,940GZZLUGPK,678.9542210218315
129,northern_line,9400ZZLULSQ1,583.0909628533333
129,piccadilly_line,9400ZZLUPCC3,293.5620976994941
129,victoria_line,940GZZLUOXC,499.9650281090427
130,circle_line,940GZZLUTWH,91.28258497714785
130,district_line,940GZZLUTWH,91.28258497714785
130,hammersmith-city_line,940GZZLUADE,650.7922247929757
130,metropolitan_line,9400ZZLUALD4,504.6087270051927
131,northern_line,9400ZZLUMTC2,187.80423924992812
131,victoria_line,940GZZLUEUS,594.2363577461396
132,central_line,9400ZZLULVT1,799.6485680374902
133,circle_line,940GZZLUHSK,98.26364660120144
133,district_line,940GZZLUHSK,98.26364660120144
135,central_line,940GZZLUCHL,732.7912297206005
135,circle_line,9400ZZLUFCN1,314.9615721643706
135,hammersmith-city_line,9400ZZLUFCN1,314.9615721643706
135,metropolitan_line,9400ZZLUFCN1,314.9615721643706
136,central_line,940GZZLUSPU,330.9197952390248
136,circle_line,9400ZZLUMSH2,167.95080194360378
